,Do_Not_Email,Total_Visits,Website_Time_Spent,PVPV,LD_ORIGIN_Lead Add Form,OCCU_Working Professional,LST_NTB_ACT_Email Link Clicked,LST_NTB_ACT_Email Opened,LST_NTB_ACT_Modified,LST_NTB_ACT_Olark Chat Conversation,LST_NTB_ACT_Page Visited on Website,LST_ACT_Converted to Lead,LST_ACT_Email Bounced,LD_SRC_Welingak Website,ProspectID_X,Converted,Conversion_Prob,ProspectID_y,final_predicted
558,0,0.1875,0.21170774647887325,0.375,0,0,0,0,1,0,0,0,0,0,1513,0,0.12302642333818428,1513,0
559,0,0.09375,0.037852112676056336,0.09375,0,0,0,0,1,0,0,0,0,0,3144,0,0.11130290786542592,3144,0
560,0,0.09375,0.457306338028169,0.09375,0,0,0,0,0,0,0,0,0,0,4224,1,0.8306163715826009,4224,1
561,0,0.125,0.1993838028169014,0.125,0,0,1,0,0,0,0,0,0,0,891,1,0.1983896052584857,891,0
562,0,0.0625,0.15713028169014084,0.0625,0,0,0,1,0,0,0,0,0,0,8288,0,0.25995090349165345,8288,0
563,0,0.125,0.4639084507042254,0.25,0,1,0,0,0,0,0,0,0,0,2617,1,0.9823216871224236,2617,1
564,0,0.15625,0.061619718309859156,0.3125,0,0,0,1,0,0,0,0,0,0,7073,0,0.12415593900546906,7073,0
565,0,0.09375,0.11003521126760564,0.1875,0,0,0,0,1,0,0,0,0,0,1504,0,0.11520884721511936,1504,0
566,0,0.0625,0.292693661971831,0.125,0,0,0,0,0,0,0,0,0,0,4535,1,0.6836033151704868,4535,1
567,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,5064,0,0.1631734653873947,5064,0
568,0,0.15625,0.2535211267605634,0.3125,0,0,0,0,0,0,0,0,0,0,3430,0,0.5661644523014697,3430,1
569,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,2488,0,0.1045658048383487,2488,0
570,0,0.125,0.1659330985915493,0.083125,0,0,0,0,1,0,0,0,0,0,21,0,0.1877544250046522,21,0
571,0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,3407,1,0.9840668127748161,3407,1
572,1,0.0625,0.6329225352112676,0.125,0,0,0,0,0,0,1,0,0,0,6797,0,0.22544717269579692,6797,0
573,0,0.15625,0.25660211267605637,0.3125,0,1,0,0,0,0,0,0,0,0,6332,1,0.9548436680073006,6332,1
574,0,0.125,0.5660211267605634,0.25,0,0,0,0,0,0,0,0,0,0,3307,1,0.8408532973648852,3307,1
575,0,0.5625,0.690580985915493,0.28125,0,1,0,0,0,0,0,0,0,0,1283,1,0.9965515774090933,1283,1
576,0,0.09375,0.707306338028169,0.1875,0,0,0,0,0,0,0,0,0,0,5714,1,0.9136858473732856,5714,1
577,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3076,1,0.44932496699871777,3076,1
578,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,4775,1,0.9976881283313551,4775,1
579,0,0.34375,0.6505281690140845,0.171875,0,0,0,0,0,0,0,0,0,0,5769,1,0.9326561187165935,5769,1
580,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,4403,1,0.8656973536826565,4403,1
581,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1406,1,0.8656973536826565,1406,1
582,0,0.0625,0.043133802816901406,0.125,0,0,0,0,1,0,0,0,0,0,6108,0,0.09983332722984031,6108,0
583,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5180,1,0.44932496699871777,5180,1
584,0,0.15625,0.6320422535211268,0.15625,0,0,0,1,0,0,0,0,0,0,4719,1,0.6941329124662112,4719,1
585,0,0.375,0.2944542253521127,0.75,0,0,0,1,0,0,0,0,0,0,8281,0,0.14211462619335274,8281,0
586,0,0.125,0.6117957746478874,0.25,0,0,0,1,0,0,0,0,0,0,8539,1,0.603784796695188,8539,1
587,0,0.375,0.21742957746478875,0.1875,0,0,0,1,0,0,0,0,0,0,4659,0,0.36164919469273,4659,0
588,0,0.0625,0.0682218309859155,0.125,0,0,0,1,0,0,0,0,0,0,4308,0,0.1703272671934907,4308,0
589,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,373,1,0.9797260347598474,373,1
590,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,5636,0,0.6513655576396274,5636,1
591,0,0.125,0.05017605633802817,0.25,0,0,0,0,1,0,0,0,0,0,6136,0,0.08325258993760075,6136,0
592,0,0.0625,0.11971830985915494,0.125,0,1,0,1,0,0,0,0,0,0,5008,0,0.8023128522474048,5008,1
593,0,0.125,0.5391725352112676,0.25,0,0,0,0,0,0,0,0,0,0,4555,1,0.8255307650869337,4555,1
594,0,0.0625,0.6073943661971831,0.125,0,0,0,0,0,0,0,0,0,0,5075,0,0.8872936393645178,5075,1
595,0,0.25,0.12191901408450705,0.25,0,0,0,1,0,0,0,0,0,0,121,0,0.20392202293849515,121,0
596,0,0.09375,0.09286971830985916,0.1875,0,0,0,1,0,0,0,0,0,0,678,0,0.16847924843256057,678,0
597,0,0.28125,0.5224471830985916,0.1875,0,0,1,0,0,0,0,0,0,0,7278,0,0.5115250534654284,7278,1
598,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,5802,1,0.9976881283313551,5802,1
599,0,0.0625,0.6214788732394366,0.125,0,0,0,1,0,0,0,0,0,0,5976,1,0.6659345737501448,5976,1
600,0,0.1875,0.3512323943661972,0.375,0,0,0,1,0,0,0,0,0,0,7452,1,0.2935666091943678,7452,0
601,0,0.15625,0.4823943661971831,0.15625,0,0,0,1,0,0,0,0,0,0,4145,0,0.5509860026642148,4145,1
602,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,9101,0,0.1045658048383487,9101,0
603,0,0.0625,0.06910211267605634,0.125,0,0,0,0,0,0,0,0,0,0,6834,1,0.4629956983925648,6834,1
604,0,0.09375,0.18221830985915494,0.09375,0,0,0,0,1,0,0,0,0,0,6093,0,0.18477211178827965,6093,0
605,0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,5937,1,0.9903965099687372,5937,1
606,0,0.09375,0.5620598591549296,0.1875,0,0,0,1,0,0,0,0,0,0,3909,1,0.582079379052373,3909,1
607,0,0.0625,0.014084507042253521,0.125,0,0,0,0,1,0,0,1,0,0,705,0,0.031810580970840004,705,0
608,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,4569,1,0.9642515071862611,4569,1
609,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,2458,1,0.9970471553989585,2458,1
610,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4493,0,0.44932496699871777,4493,1
611,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,7194,0,0.10894579470784503,7194,0
612,0,0.15625,0.012323943661971832,0.15625,0,0,0,0,1,0,0,0,0,0,950,0,0.09626689085718927,950,0
613,0,0.125,0.07394366197183098,0.25,0,0,0,1,0,0,0,0,0,0,798,0,0.1432432600669648,798,0
614,1,0.0625,0.11751760563380281,0.125,0,0,0,0,1,0,0,0,1,0,8488,0,0.009491988182058184,8488,0
615,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,61,0,0.1631734653873947,61,0
616,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,7299,0,0.1045658048383487,7299,0
617,1,0.09375,0.19102112676056338,0.09375,0,1,0,0,0,0,1,0,0,0,4042,0,0.4665448048493673,4042,1
618,0,0.15625,0.44586267605633806,0.3125,0,0,0,1,0,0,0,0,0,0,1631,1,0.407354460943323,1631,0
619,0,0.125,0.16417253521126762,0.125,0,0,0,0,0,0,0,0,0,0,5002,0,0.5883368120544339,5002,1
620,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,6171,1,0.9970471553989585,6171,1
621,0,0.15625,0.588468309859155,0.3125,0,0,0,0,1,0,0,0,0,0,2670,0,0.4251471000648045,2670,0
622,0,0.0625,0.018045774647887324,0.125,0,0,0,0,1,0,0,0,0,0,8275,0,0.09094448367868553,8275,0
623,1,0.0625,0.011883802816901408,0.0625,0,0,0,0,1,0,0,0,1,0,3334,0,0.0073185421667417054,3334,0
624,1,0.0625,0.05501760563380282,0.125,0,0,0,0,0,0,0,0,0,0,4823,0,0.16484215641992003,4823,0
625,0,0.15625,0.5959507042253521,0.15625,0,0,0,0,1,0,0,0,0,0,404,1,0.539550814542344,404,1
626,0,0.25,0.17473591549295775,0.125,0,0,0,0,0,1,0,0,0,0,1420,0,0.1144320687473119,1420,0
627,0,0.125,0.6527288732394366,0.125,0,0,0,0,0,0,0,0,0,0,7053,1,0.9140738261178203,7053,1
628,0,0.09375,0.738556338028169,0.1875,1,0,0,1,0,0,0,0,0,0,4832,1,0.989592102695198,4832,1
629,0,0.15625,0.1267605633802817,0.15625,0,0,0,1,0,0,0,0,0,0,8253,0,0.22157089228259347,8253,0
630,0,0.15625,0.8195422535211268,0.3125,0,0,0,1,0,0,0,0,0,0,7627,1,0.761409475014137,7627,1
631,0,0.09375,0.09551056338028169,0.1875,0,0,0,0,1,0,0,0,0,0,247,0,0.109263872076017,247,0
632,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,192,0,0.1045658048383487,192,0
633,1,0.0625,0.644806338028169,0.125,0,0,0,0,0,0,0,0,0,0,8024,1,0.6901091017038045,8024,1
634,0,0.0625,0.09815140845070423,0.125,0,0,0,0,1,0,0,0,0,0,8508,0,0.12206409299579984,8508,0
635,0,0.0625,0.03389084507042254,0.125,0,0,0,1,0,0,0,0,0,0,4435,0,0.15130975584004114,4435,0
636,0,0.03125,0.054137323943661976,0.0625,0,0,0,0,1,0,0,1,0,0,221,0,0.04162016834762063,221,0
637,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,9146,0,0.1045658048383487,9146,0
638,0,0.125,0.42473591549295775,0.25,0,0,0,1,0,0,0,0,0,0,3625,1,0.41403452771250304,3625,0
639,1,0.25,0.03873239436619719,0.5,0,0,0,0,1,0,0,0,1,0,885,0,0.00347769343827587,885,0
640,0,0.0625,0.5013204225352113,0.125,0,0,0,1,0,0,0,0,0,0,2332,1,0.5488834008257878,2332,1
641,0,0.125,0.48459507042253525,0.083125,1,1,0,0,0,1,0,0,0,0,2984,1,0.9954279656232639,2984,1
642,0,0.09375,0.676056338028169,0.09375,0,0,0,0,0,0,0,0,0,0,6193,1,0.9233514218540294,6193,1
643,0,0.28125,0.366637323943662,0.5625,0,0,0,0,0,0,1,0,0,0,1021,1,0.152821321073298,1021,0
644,0,0.65625,0.6985035211267606,0.21875,0,0,0,0,0,0,0,0,0,0,5723,1,0.9633969830037694,5723,1
645,0,0.09375,0.5105633802816901,0.1875,0,0,0,0,0,0,0,0,0,0,4208,1,0.8250778172020075,4208,1
646,0,0.15625,0.04005281690140845,0.15625,0,0,0,0,0,1,0,0,0,0,4876,0,0.05428649042887455,4876,0
647,0,0.21875,0.5730633802816901,0.21875,0,0,0,1,0,0,0,0,0,0,1609,1,0.6271864665227578,1609,1
648,0,0.09375,0.3160211267605634,0.09375,0,0,0,0,0,0,0,0,0,0,4174,1,0.7329230951282092,4174,1
649,0,0.1875,0.15889084507042253,0.1875,0,0,0,1,0,0,0,0,0,0,540,0,0.23993564274669388,540,0
650,1,0.375,0.679137323943662,0.25,0,0,0,0,0,0,1,0,0,0,7748,0,0.3070263275380763,7748,0
651,0,0.09375,0.5184859154929577,0.1875,0,0,0,0,0,0,0,0,0,0,3360,1,0.8297261633648189,3360,1
652,0,0.15625,0.11047535211267606,0.3125,0,1,0,0,0,0,0,0,0,0,2837,1,0.9206365126958975,2837,1
653,0,0.125,0.47315140845070425,0.25,0,0,0,1,0,0,0,0,0,0,1471,0,0.4629711632048174,1471,1
654,0,0.0625,0.4137323943661972,0.0625,0,0,0,0,1,0,0,0,0,0,2710,0,0.3764571564295209,2710,0
655,0,0.0625,0.19806338028169015,0.125,0,0,0,0,1,0,0,0,0,0,3037,0,0.17328540424802408,3037,0
656,0,0.125,0.613556338028169,0.25,0,0,0,1,0,0,0,0,0,0,1051,1,0.6055139799435786,1051,1
657,0,0.1875,0.05501760563380282,0.125,0,0,0,1,0,0,0,0,0,0,1838,0,0.19654534613400165,1838,0
658,0,0.125,0.07174295774647887,0.25,0,0,0,0,1,0,0,0,0,0,491,0,0.09027014293186658,491,0
659,0,0.03125,0.4639084507042254,0.0625,1,0,0,1,0,0,0,0,0,0,3290,1,0.9747927448921154,3290,1
660,1,0.15625,0.014084507042253521,0.3125,0,0,0,0,1,0,0,0,0,0,5917,0,0.016657095042360702,5917,0
661,0,0.09375,0.09066901408450705,0.09375,0,0,0,1,0,0,0,0,0,0,6964,0,0.20622972746990936,6964,0
662,0,0.25,0.03697183098591549,0.5,0,0,0,0,0,0,0,0,0,0,5444,0,0.27553278611036763,5444,0
663,0,0.125,0.029489436619718312,0.25,0,0,0,0,1,0,0,0,0,0,311,0,0.07699119245315898,311,0
664,0,0.125,0.05765845070422535,0.25,0,0,0,1,0,0,0,0,0,0,3369,0,0.13522600771441293,3369,0
665,0,0.09375,0.11487676056338028,0.1875,0,0,0,0,0,0,0,0,0,0,4966,0,0.4813539096786295,4966,1
666,0,0.09375,0.4819542253521127,0.1875,0,0,0,0,1,0,0,0,0,0,1197,0,0.37507551154997626,1197,0
667,0,0.0625,0.5497359154929577,0.125,0,0,0,0,1,0,0,0,0,0,9145,1,0.47063270971819965,9145,1
668,0,0.0625,0.03829225352112676,0.125,0,0,0,0,1,0,0,0,0,0,2340,0,0.09805983594370139,2340,0
669,0,0.0625,0.6830985915492958,0.125,0,1,0,1,0,0,0,0,0,0,3786,1,0.9762368786932111,3786,1
670,1,0.09375,0.1483274647887324,0.1875,0,0,0,0,0,0,0,0,1,0,3517,0,0.06347723123174075,3517,0
671,0,0.15625,0.16549295774647887,0.3125,0,0,0,0,1,0,0,0,0,0,871,0,0.11511200291540802,871,0
672,0,0.09375,0.1113556338028169,0.1875,0,0,0,0,1,0,0,0,0,0,9207,0,0.11576302599253131,9207,0
673,0,0.09375,0.2011443661971831,0.1875,0,0,0,0,0,0,0,0,0,0,4696,0,0.5695041234089977,4696,1
674,0,0.25,0.5862676056338029,0.25,0,1,0,1,0,0,0,0,0,0,9062,1,0.965056234748073,9062,1
675,0,0.125,0.014964788732394367,0.25,0,0,0,0,1,0,0,0,0,0,3860,0,0.07285592677594958,3860,0
676,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,6793,0,0.1631734653873947,6793,0
677,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,358,1,0.44932496699871777,358,1
678,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4855,1,0.44932496699871777,4855,1
679,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,3922,1,0.1631734653873947,3922,0
680,0,0.03125,0.36619718309859156,0.0625,0,1,0,1,0,0,0,0,0,0,1481,1,0.9260763570185163,1481,1
681,0,0.125,0.5972711267605634,0.25,0,0,0,0,1,0,0,0,0,0,452,1,0.462295166274158,452,1
682,1,0.15625,0.0074823943661971835,0.3125,0,0,0,0,1,0,0,0,1,0,6495,0,0.004307482145661403,6495,0
683,0,0.0625,0.04533450704225352,0.125,0,0,0,0,1,0,0,0,0,0,2887,0,0.10064884852378038,2887,0
684,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,4939,0,0.6513655576396274,4939,1
685,0,0.09375,0.4414612676056338,0.1875,0,0,0,1,0,0,0,0,0,0,2740,0,0.4590450967332184,2740,1
686,0,0.09375,0.5563380281690141,0.1875,0,1,0,0,1,0,0,1,0,0,1774,1,0.8131272761317231,1774,1
687,0,0.09375,0.25440140845070425,0.1875,0,1,0,1,0,0,0,0,0,0,505,1,0.8629226801476172,505,1
688,0,0.25,0.590669014084507,0.166875,0,1,0,0,0,0,0,0,0,0,8597,1,0.993283261407267,8597,1
689,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,8344,0,0.1045658048383487,8344,0
690,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1751,0,0.1631734653873947,1751,0
691,0,0.0625,0.4661091549295775,0.125,0,0,0,1,0,0,0,0,0,0,1597,1,0.5128691194902395,1597,1
692,0,0.0625,0.006161971830985916,0.125,0,0,0,0,1,0,0,0,0,0,1034,0,0.08698760403090998,1034,0
693,0,0.125,0.1386443661971831,0.125,0,0,0,0,1,0,0,0,0,0,9143,0,0.15552783704442594,9143,0
694,0,0.03125,0.23151408450704225,0.0625,0,0,0,0,1,0,0,1,0,0,4099,0,0.08257435431294859,4099,0
695,0,0.0625,0.13732394366197184,0.125,0,0,0,1,0,0,0,0,0,0,4720,0,0.21426766948888362,4720,0
696,0,0.0625,0.448943661971831,0.125,0,0,0,0,1,0,0,0,0,0,1934,1,0.3701136919107842,1934,0
697,0,0.15625,0.8705985915492958,0.3125,0,0,0,1,0,0,0,0,0,0,7536,1,0.7974120428364688,7536,1
698,0,0.125,0.23151408450704225,0.25,0,0,0,0,0,0,0,0,0,0,1337,0,0.5720459532469657,1337,1
699,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1569,1,0.9642515071862611,1569,1
700,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,5527,0,0.1045658048383487,5527,0
701,0,0.21875,0.49207746478873243,0.21875,0,0,0,0,0,0,0,0,0,0,7722,1,0.8346328263899944,7722,1
702,0,0.25,0.026848591549295774,0.25,0,0,0,1,0,0,0,0,0,0,2667,0,0.14772273588587623,2667,0
703,0,0.1875,0.10871478873239437,0.375,0,0,0,1,0,0,0,0,0,0,2591,0,0.13301553587289297,2591,0
704,0,0.09375,0.011003521126760564,0.1875,0,1,0,0,0,0,0,0,0,0,2090,1,0.9064582283877932,2090,1
705,0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,112,1,0.984771290065033,112,1
706,0,0.09375,0.0272887323943662,0.09375,0,0,0,0,1,0,0,0,0,0,5828,0,0.10708172153674025,5828,0
707,0,0.125,0.050616197183098594,0.125,0,0,0,0,0,0,1,0,0,0,2637,0,0.10953723799389581,2637,0
708,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,8103,1,0.9877587198885883,8103,1
709,0,0.0625,0.20334507042253522,0.125,0,0,0,1,0,0,0,0,0,0,8765,0,0.263446896863018,8765,0
710,0,0.03125,0.06382042253521127,0.0625,1,1,0,1,0,0,0,0,0,0,8749,1,0.9917051644654354,8749,1
711,0,0.15625,0.040492957746478875,0.3125,0,0,0,1,0,0,0,0,0,0,6715,0,0.11502060044479745,6715,0
712,0,0.0625,0.3882042253521127,0.125,0,0,0,0,0,0,0,0,0,0,2589,1,0.7618419836128372,2589,1
713,0,0.15625,0.035211267605633804,0.3125,0,0,0,1,0,0,0,0,0,0,4366,0,0.11283003880784204,4366,0
714,1,0.03125,0.3516725352112676,0.0625,0,0,0,0,1,0,0,0,1,0,9150,0,0.02735036374275604,9150,0
715,0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,7947,1,0.9903965099687372,7947,1
716,1,0.0625,0.032570422535211266,0.125,0,0,0,0,1,0,0,0,1,0,9225,0,0.006714212401925754,9225,0
717,0,0.1875,0.16329225352112675,0.1875,0,0,0,0,1,0,0,0,0,0,8593,0,0.16142850081161705,8593,0
718,0,0.125,0.6078345070422535,0.25,0,1,0,1,0,0,0,0,0,0,1214,1,0.9599796468574566,1214,1
719,0,0.21875,0.22887323943661972,0.21875,0,0,0,0,0,0,0,0,0,0,2405,1,0.631206879716011,2405,1
720,0,0.21875,0.4841549295774648,0.145625,0,0,0,0,0,1,0,0,0,0,8171,1,0.291313500765587,8171,0
721,0,0.09375,0.4982394366197183,0.1875,0,0,0,0,1,0,0,0,0,0,526,0,0.39088528331564704,526,0
722,1,0.15625,0.4982394366197183,0.078125,0,0,0,0,1,0,0,0,0,0,4215,0,0.19082304564006383,4215,0
723,0,0.125,0.5889084507042254,0.125,0,0,0,1,0,0,0,0,0,0,985,1,0.6616822124550457,985,1
724,0,0.125,0.0761443661971831,0.25,0,0,0,0,1,0,0,0,0,0,7430,0,0.09176627559013867,7430,0
725,0,0.0625,0.014524647887323943,0.125,0,0,0,1,0,0,0,0,0,0,1220,0,0.14137273926513,1220,0
726,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4044,1,0.44932496699871777,4044,1
727,0,0.1875,0.34375,0.125,0,0,0,1,0,0,0,0,0,0,2856,1,0.44479736081285404,2856,1
728,0,0.0625,0.5985915492957746,0.125,0,0,0,1,0,0,0,0,0,0,3371,0,0.6446988442554711,3371,1
729,0,0.0625,0.32526408450704225,0.125,0,1,0,0,1,0,0,0,0,0,8942,1,0.8497508819653423,8942,1
730,0,0.125,0.09551056338028169,0.25,0,0,0,0,0,0,0,0,0,0,4254,0,0.43325243965710436,4254,0
731,0,0.25,0.39744718309859156,0.5,0,0,0,0,0,0,1,0,0,0,57,1,0.18669206507098202,57,0
732,0,0.15625,0.025528169014084508,0.3125,0,0,0,1,0,0,0,0,0,0,325,0,0.10890851636957916,325,0
733,0,0.03125,0.17121478873239437,0.0625,0,0,0,0,1,0,0,1,0,0,5555,0,0.06564323609938102,5555,0
734,0,0.09375,0.198943661971831,0.1875,0,0,0,1,0,0,0,0,0,0,7352,0,0.23855496745339416,7352,0
735,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,8786,1,0.9797260347598474,8786,1
736,0,0.09375,0.20730633802816903,0.1875,0,0,0,1,0,0,0,0,0,0,7381,0,0.2448522330699738,7381,0
737,0,0.09375,0.17121478873239437,0.1875,0,0,0,1,0,0,0,0,0,0,289,0,0.21847975446005843,289,0
738,0,0.28125,0.5792253521126761,0.28125,0,1,0,1,0,0,0,0,0,0,8282,1,0.9630664222970733,8282,1
739,0,0.28125,0.4678697183098592,0.1875,0,0,0,0,0,0,1,0,0,0,4243,0,0.4338942831978886,4243,0
740,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,7628,0,0.1631734653873947,7628,0
741,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,437,0,0.1045658048383487,437,0
742,0,0.125,0.058538732394366196,0.25,0,0,0,1,0,0,0,0,0,0,1064,0,0.1356495153548255,1064,0
743,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8923,1,0.44932496699871777,8923,1
744,0,0.0625,0.15184859154929578,0.125,0,0,0,0,1,0,0,0,0,0,1562,1,0.14774449063625836,1562,0
745,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,8295,1,0.1631734653873947,8295,0
746,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,8490,0,0.9642515071862611,8490,1
747,0,0.28125,0.8503521126760564,0.5625,0,0,0,0,1,0,0,0,0,0,6783,0,0.5785205191180792,6783,1
748,0,0.0625,0.17781690140845072,0.125,0,0,0,0,0,0,0,0,0,0,8029,0,0.5740482855520392,8029,1
749,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,2733,0,0.1045658048383487,2733,0
750,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,2414,0,0.1045658048383487,2414,0
751,0,0.0625,0.3987676056338028,0.125,0,0,0,0,1,0,0,0,0,0,5458,0,0.3234663284752372,5458,0
752,0,0.1875,0.13952464788732394,0.125,0,1,0,1,0,0,0,0,0,0,6579,1,0.8470599282324291,6579,1
753,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,5822,1,0.9976881283313551,5822,1
754,0,0.0625,0.07570422535211267,0.125,0,0,0,0,1,0,0,0,0,0,6524,0,0.11251990513988967,6524,0
755,0,0.15625,0.25616197183098594,0.15625,0,0,0,1,0,0,0,0,0,0,7961,0,0.32632269499943733,7961,0
756,0,0.09375,0.4793133802816901,0.1875,0,0,0,0,0,0,0,0,0,0,5146,1,0.8057675705710446,5146,1
757,0,0.15625,0.03301056338028169,0.15625,0,0,1,0,0,0,0,0,0,0,875,0,0.10827560037958046,875,0
758,0,0.1875,0.0761443661971831,0.1875,0,0,0,0,0,0,1,0,0,0,5668,0,0.11429406048223512,5668,0
759,0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,8062,0,0.9840668127748161,8062,1
760,0,0.0625,0.6848591549295775,0.0625,0,0,0,0,1,0,0,0,0,0,2246,1,0.6477956666606375,2246,1
761,0,0.21875,0.12279929577464789,0.21875,0,0,0,0,1,0,0,0,0,0,5118,0,0.13675337805622576,5118,0
762,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1261,1,0.9970471553989585,1261,1
763,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,6407,0,0.1631734653873947,6407,0
764,0,0.21875,0.5902288732394366,0.4375,0,0,0,0,0,0,0,0,0,0,3449,1,0.8054699107842873,3449,1
765,0,0.09375,0.08582746478873239,0.09375,0,0,0,1,0,0,0,0,0,0,7280,0,0.20299237840802348,7280,0
766,0,0.21875,0.4859154929577465,0.21875,0,0,0,0,1,0,0,0,0,0,9066,1,0.4132399048067093,9066,0
767,1,0.0625,0.026848591549295774,0.125,0,0,0,0,1,0,0,0,1,0,5946,0,0.006559230506084426,5946,0
768,0,0.28125,0.1487676056338028,0.140625,0,0,0,1,0,0,0,0,0,0,908,0,0.2903604941945399,908,0
769,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,6156,1,0.9877587198885883,6156,1
770,0,0.09375,0.7099471830985916,0.1875,0,0,0,1,0,0,0,0,0,0,7257,0,0.7188853230587614,7257,1
771,0,0.15625,0.44366197183098594,0.3125,0,1,0,0,1,0,0,0,0,0,2281,1,0.8671389365856891,2281,1
772,0,0.0625,0.12720070422535212,0.125,0,0,0,0,1,0,0,0,0,0,8359,0,0.1354422623176228,8359,0
773,0,0.125,0.08274647887323944,0.125,0,0,0,1,0,0,0,0,0,0,7260,0,0.19641310590656555,7260,0
774,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5409,1,0.44932496699871777,5409,1
775,0,0.0625,0.10475352112676056,0.125,0,0,0,0,0,0,0,0,0,0,9236,0,0.4995481017950873,9236,1
776,0,0.125,0.375,0.25,0,0,1,0,0,0,0,0,0,0,1983,1,0.2653366403947731,1983,0
777,0,0.09375,0.023767605633802816,0.1875,0,0,0,0,1,0,0,0,0,0,2745,0,0.083704027624028,2745,0
778,0,0.1875,0.8129401408450705,0.375,0,0,0,1,0,0,0,0,0,0,999,1,0.7347566705343348,999,1
779,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,7924,0,0.1631734653873947,7924,0
780,0,0.125,0.17429577464788734,0.25,0,0,0,0,0,0,0,0,0,0,7928,0,0.5137742500428378,7928,1
781,1,0.0625,0.045774647887323945,0.125,0,0,0,0,0,0,0,0,0,0,4474,0,0.15968028391404088,4474,0
782,0,0.09375,0.13336267605633803,0.1875,0,0,0,1,0,0,0,0,0,0,5750,0,0.19308770411527312,5750,0
783,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,8328,0,0.053167431169329316,8328,0
784,0,0.0625,0.07042253521126761,0.0625,0,0,0,0,1,0,0,0,0,0,129,1,0.12840130121394314,129,0
785,0,0.1875,0.15757042253521128,0.375,0,0,0,1,0,0,0,0,0,0,5990,0,0.15791523908668084,5990,0
786,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,7386,0,0.1045658048383487,7386,0
787,1,0.03125,0.12367957746478873,0.0625,0,0,0,0,1,0,0,0,1,0,6681,0,0.010899839568602777,6681,0
788,0,0.15625,0.02068661971830986,0.3125,0,0,0,0,1,0,0,0,0,0,8773,0,0.0669495137485141,8773,0
